protein,folder
P07389.1,Folder59
P07399.1,Folder59
P07492.2,Folder59
P07550.3,Folder59
P07564.2,Folder59
P07566.1,Folder59
P07589.4,Folder59
P07612.3,Folder59
P07720.3,Folder59
P07737.2,Folder59
P07858.3,Folder59
P07864.4,Folder59
P07900.5,Folder59
P07944.1,Folder59
P07946.2,Folder59
P07949.3,Folder59
P07965.3,Folder59
P07994.1,Folder59
P08069.1,Folder59
P08079.1,Folder59
P08089.1,Folder59
P08118.1,Folder59
P08123.7,Folder59
P08148.2,Folder59
P08168.1,Folder59
P08172.1,Folder59
P08176.2,Folder59
P08183.3,Folder59
P08185.1,Folder59
P08191.2,Folder59
P08238.4,Folder59
P08246.1,Folder59
P08291.3,Folder59
P08292.4,Folder59
P08307.1,Folder59
P08313.1,Folder59
P08318.1,Folder59
P08342.1,Folder59
P08359.1,Folder59
P08362.1,Folder59
P08392.1,Folder59
P08453.1,Folder59
P08476.2,Folder59
P08492.1,Folder59
P08514.2,Folder59
P08514.3,Folder59
P08544.1,Folder59
P08569.3,Folder59
P08603.4,Folder59
P08617.1,Folder59
P08621.2,Folder59
P08631.5,Folder59
P08666.2,Folder59
P08667.1,Folder59
P08668.1,Folder59
P08669.1,Folder59
P08670.4,Folder59
P08677.2,Folder59
P08684.4,Folder59
P08686.1,Folder59
P08697.3,Folder59
P08700,Folder59
P08774.1,Folder59
P08780.1,Folder59
P08815.3,Folder59
P08878.1,Folder59
P08887.1,Folder59
P08905.2,Folder59
P08908.3,Folder59
P08987.3,Folder59
P09012.3,Folder59
P09234.1,Folder59
P09239.3,Folder59
P09255.1,Folder59
P09257.1,Folder59
P09327.4,Folder59
P09411.4,Folder59
P09429.3,Folder59
P09460.1,Folder59
P09479.1,Folder59
P09543.2,Folder59
P09592.2,Folder59
P09616.2,Folder59
P09619.1,Folder59
P09621.3,Folder59
P09651.5,Folder59
P09724.4,Folder59
P09732.1,Folder59
P09769.2,Folder59
P09792.1,Folder59
P09841.3,Folder59
P09854.1,Folder59
P09866.2,Folder59
P09871.1,Folder59
P09933.1,Folder59
P09972.2,Folder59
P09989.2,Folder59
P09992.1,Folder59
P0A074,Folder60
P0A0L2.1,Folder60
P0A264.1,Folder60
P0A366.1,Folder60
P0A3R5.1,Folder60
P0A3U4.1,Folder60
P0A3U8.1,Folder60
P0A4M3.1,Folder60
P0A4V2.1,Folder60
P0A4V4.1,Folder60
P0A4V6.1,Folder60
P0A4W6.1,Folder60
P0A520.2,Folder60
P0A521.2,Folder60
P0A564.2,Folder60
P0A565.2,Folder60
P0A566.2,Folder60
P0A568.2,Folder60
P0A5B7.2,Folder60
P0A5J0.1,Folder60
P0A5P6.2,Folder60
P0A5Q4.1,Folder60
P0A669.1,Folder60
P0A670.1,Folder60
P0A674.1,Folder60
P0A7S9.2,Folder60
P0A7V3.2,Folder60
P0ABB4.2,Folder60
P0C0L4.2,Folder60
P0C0L5.2,Folder60
P0C0S5.2,Folder60
P0C0S8.2,Folder60
P0C0S9.2,Folder60
P0C1A4.1,Folder60
P0C1H6,Folder60
P0C206.1,Folder60
P0C214.1,Folder60
P0C215.1,Folder60
P0C2R9.1,Folder60
P0C5A6.1,Folder60
P0C5B5.1,Folder60
P0C5B9.1,Folder60
P0C5Y9.1,Folder60
P0C6F5.1,Folder60
P0C6Q5.1,Folder60
P0C6U3.1,Folder60
P0C6U4.1,Folder60
P0C6U5.1,Folder60
P0C6U6.1,Folder60
P0C6V9.1,Folder60
P0C6W2.1,Folder60
P0C6W6.1,Folder60
P0C6X6.1,Folder60
P0C729.1,Folder60
P0C741.1,Folder60
P0CC04,Folder60
P0CG47.1,Folder60
P0CL66.1,Folder60
P0DJI9.1,Folder60
P0DMV8.1,Folder60
P0DPS6,Folder60
P0DTC1.1,Folder60
P0DTC2.1,Folder60
P0DTC3.1,Folder60
P0DTC4.1,Folder60
P0DTC5.1,Folder60
P0DTC6.1,Folder60
P0DTC7.1,Folder60
P0DTC8.1,Folder60
P0DTC9-1,Folder60
P0DTC9.1,Folder60
P0DTD1.1,Folder60
P0DTD2.1,Folder60
P0DTD3.1,Folder60
P0DTU4.1,Folder60
P10050.1,Folder60
P10155.2,Folder60
P10226.1,Folder60
P10269.1,Folder60
P10279.2,Folder60
P10385.1,Folder60
P10388.4,Folder60
P10410.2,Folder60
P10412.2,Folder60
P10415.2,Folder60
P10451.1,Folder60
P10496.1,Folder60
P10515.2,Folder60
P10515.3,Folder60
P10522.2,Folder60
P10523.3,Folder60
P10635.2,Folder60
P10636.4,Folder60
P10636.5,Folder60
P10641.1,Folder60
P10643.2,Folder60
P10723.1,Folder60
P10736.1,Folder60
P10761.4,Folder60
P10809.2,Folder60
P10844.3,Folder60
P10845.4,Folder60
P10909.1,Folder60
P10912.1,Folder60
P10920.1,Folder60
P10997.1,Folder60
P11001.1,Folder60
P11021.2,Folder60
P11089.1,Folder60
P11117.3,Folder60
P11125.3,Folder60
P11144.2,Folder60
P11161.3,Folder60
P11193.2,Folder60
P11215.2,Folder60
P11224.2,Folder60
P11225.1,Folder60
P11229.2,Folder60
P11258.3,Folder60
P11311.2,Folder60
P11362.3,Folder60
P11387.2,Folder60
P11439.2,Folder60
P11459.1,Folder60
P11473.1,Folder60
P11596,Folder60
P11597.2,Folder60
P11657.1,Folder60
P11795.1,Folder60
P11827,Folder60
P11836.1,Folder60
P11940.2,Folder60
P11990,Folder60
P12004.1,Folder60
P12036.3,Folder60
P12060.1,Folder60
P12272.1,Folder60
P12296.3,Folder60
P12319.1,Folder60
P12379.1,Folder60
P12395.1,Folder60
P12490.1,Folder60
P12555.1,Folder60
P12568.1,Folder60
P12582.1,Folder60
P12588.1,Folder60
P12589.1,Folder60
P12590.2,Folder60
P12640.1,Folder60
P12682.3,Folder60
P12809.1,Folder60
P12812.1,Folder60
P12823.1,Folder60
P12824.1,Folder60
P12883.5,Folder60
P12900.1,Folder60
P12901.1,Folder60
P12911.3,Folder60
P12930.1,Folder60
P12934.3,Folder60
P12956.2,Folder60
P12977.2,Folder60
P12978.1,Folder60
P13010.3,Folder60
P13128.1,Folder60
P13201.1,Folder60
P13202.1,Folder60
P13285.1,Folder60
P13291.1,Folder60
P13340.1,Folder60
P13403.1,Folder60
P13404.2,Folder60
P13423.2,Folder60
P13467.2,Folder60
P13492.1,Folder60
P13536.1,Folder60
P13562.1,Folder60
P13608.3,Folder60
P13611.3,Folder60
P13631.1,Folder60
P13641,Folder60
P13646.4,Folder60
P13664.1,Folder60
P13671.3,Folder60
P13672.1,Folder60
P13674.2,Folder60
P13747.3,Folder60
P13760.1,Folder60
P13761.1,Folder60
P13763.1,Folder60
P13793.3,Folder60
P13794.1,Folder60
P13796.6,Folder60
P13811.1,Folder60
P13814.1,Folder60
P13826.1,Folder60
P13828.1,Folder60
P13829.1,Folder60
P13830.1,Folder60
P13831.1,Folder60
P13900.3,Folder60
P13916.2,Folder60
P13942.5,Folder60
P13985.1,Folder60
P14004.2,Folder60
P14013.1,Folder60
P14076.3,Folder60
P14078.3,Folder60
P14170.2,Folder60
P14174.4,Folder60
P14209.1,Folder60
P14213.2,Folder60
P14239.1,Folder60
P14269.2,Folder60
P14283.3,Folder60
P14322.1,Folder60
P14335.1,Folder60
P14337.2,Folder60
P14338.1,Folder60
P14339.1,Folder60
P14340.2,Folder60
P14348.1,Folder60
P14373.1,Folder60
P14378.1,Folder60
P14410.5,Folder60
P14593.2,Folder60
P14598.3,Folder60
P14598.4,Folder60
P14678.2,Folder60
P14679.3,Folder60
P14738.1,Folder60
P14740.2,Folder60
P14778.1,Folder60
P14780.3,Folder60
P14866.2,Folder60
P14916.2,Folder60
P14946.2,Folder60
P14947.1,Folder60
P14948.1,Folder60
P15020.4,Folder60
P15090.3,Folder60
P15144.4,Folder60
P15226.2,Folder60
P15252.2,Folder60
P15260.1,Folder60
P15289.3,Folder60
P15309.3,Folder60
P15311.4,Folder60
P15318.2,Folder60
P15331.2,Folder60
P15422,Folder61
P15453.2,Folder61
P15471.2,Folder61
P15494.2,Folder61
P15509.1,Folder61
P15529.3,Folder61
P15644.1,Folder61
P15682.1,Folder61
P15712.1,Folder61
P15722.1,Folder61
P15814.1,Folder61
P15887.1,Folder61
P15917.2,Folder61
P15927.1,Folder61
P15941.2,Folder61
P15941.3,Folder61
P16070.3,Folder61
P16082.1,Folder61
P16090.2,Folder61
P16104.2,Folder61
P16106,Folder61
P16112.2,Folder61
P16112.3,Folder61
P16154.2,Folder61
P16155.1,Folder61
P16234.1,Folder61
P16297.1,Folder61
P16311.2,Folder61
P16342.2,Folder61
P16382.1,Folder61
P16391.2,Folder61
P16401.3,Folder61
P16402.2,Folder61
P16403.2,Folder61
P16410.3,Folder61
P16465.1,Folder61
P16471.1,Folder61
P16473.2,Folder61
P16567.1,Folder61
P16625.1,Folder61
P16719.1,Folder61
P16724.1,Folder61
P16729.1,Folder61
P16730.1,Folder61
P16733.1,Folder61
P16761.1,Folder61
P16783.1,Folder61
P16790.1,Folder61
P16830.1,Folder61
P16832.2,Folder61
P16835.1,Folder61
P16853.1,Folder61
P16860.1,Folder61
P16871.3,Folder61
P16882.1,Folder61
P16885.4,Folder61
P16893.1,Folder61
P17099.1,Folder61
P17101.3,Folder61
P17102.1,Folder61
P17143.1,Folder61
P17176.1,Folder61
P17203,Folder61
P17248.3,Folder61
P17275.1,Folder61
P17301.1,Folder61
P17313.1,Folder61
P17342.2,Folder61
P17375.1,Folder61
P17388.1,Folder61
P17389.1,Folder61
P17451.1,Folder61
P17503.2,Folder61
P17661.3,Folder61
P17676.2,Folder61
P17693.1,Folder61
P17739.1,Folder61
P17763.2,Folder61
P17931.5,Folder61
P17992.1,Folder61
P18011.2,Folder61
P18012.2,Folder61
P18013.1,Folder61
P18088.1,Folder61
P18146.1,Folder61
P18177.3,Folder61
P18206.4,Folder61
P18272.2,Folder61
P18356.2,Folder61
P18632.2,Folder61
P18640.2,Folder61
P18774.1,Folder61
P18875.1,Folder61
P19111.2,Folder61
P19121.2,Folder61
P19156.3,Folder61
P19214.2,Folder61
P19321.1,Folder61
P19331.1,Folder61
P19401.1,Folder61
P19419.2,Folder61
P19438.1,Folder61
P19462.1,Folder61
P19474.1,Folder61
P19475.1,Folder61
P19476.2,Folder61
P19542.1,Folder61
P19544.2,Folder61
P19550.1,Folder61
P19597,Folder61
P19598.2,Folder61
P19599.1,Folder61
P19711.2,Folder61
P19715.1,Folder61
P19823.2,Folder61
P19838.2,Folder61
P19893.2,Folder61
P19909.1,Folder61
P19963.2,Folder61
P20023.2,Folder61
P20148.1,Folder61
P20149.1,Folder61
P20151.1,Folder61
P20259.1,Folder61
P20287.1,Folder61
P20309.1,Folder61
P20333.3,Folder61
P20396.1,Folder61
P20508.1,Folder61
P20535.1,Folder61
P20810.4,Folder61
P20851.1,Folder61
P20871.1,Folder61
P20895.2,Folder61
P20896.1,Folder61
P20916.1,Folder61
P20930.3,Folder61
P20941.1,Folder61
P20963.2,Folder61
P21115.1,Folder61
P21138.1,Folder61
P21160.1,Folder61
P21171.2,Folder61
P21186.1,Folder61
P21206,Folder61
P21427.1,Folder61
P21428.1,Folder61
P21447.2,Folder61
P21453.2,Folder61
P21530.1,Folder61
P21579.1,Folder61
P21605.1,Folder61
P21654.1,Folder61
P21709.4,Folder61
P21730.1,Folder61
P21730.2,Folder61
P21735.2,Folder61
P21737.1,Folder61
P21860.1,Folder61
P21953.2,Folder61
P21980.2,Folder61
P22001.3,Folder61
P22047.1,Folder61
P22085.2,Folder61
P22087.2,Folder61
P22286.1,Folder61
P22290.2,Folder61
P22301.1,Folder61
P22303.1,Folder61
P22429.1,Folder61
P22535.2,Folder61
P22542.1,Folder61
P22607.1,Folder61
P22620.1,Folder61
P22621.1,Folder61
P22626.2,Folder61
P22629.1,Folder61
P22692.2,Folder61
P22732.1,Folder61
P22776.2,Folder61
P22796.1,Folder61
P22894.1,Folder61
P22895.1,Folder61
P23009.2,Folder61
P23024.1,Folder61
P23093.1,Folder61
P23114.1,Folder61
P23126.1,Folder61
P23169.1,Folder61
P23229.4,Folder61
P23253.1,Folder61
P23284.1,Folder61
P23284.2,Folder61
P23421.1,Folder61
P23422.1,Folder61
P23426.1,Folder61
P23497.3,Folder61
P23502.2,Folder61
P23504.2,Folder61
P23515.2,Folder61
P23527.3,Folder61
P23732.1,Folder61
P23736.1,Folder61
P23763.1,Folder61
P23907.1,Folder61
P23988.2,Folder61
P24029.2,Folder61
P24094.2,Folder61
P24158.3,Folder61
P24296.2,Folder61
P24298.3,Folder61
P24301.2,Folder61
P24337.1,Folder61
P24367.1,Folder61
P24394.1,Folder61
P24605.3,Folder61
P24821.3,Folder61
P24836.1,Folder61
P24839.1,Folder61
P24844.4,Folder61
P24855.1,Folder61
P24906.1,Folder61
P24928.1,Folder61
P25101.1,Folder61
P25108.1,Folder61
P25188.1,Folder61
P25189.1,Folder61
P25194.1,Folder61
P25274.2,Folder61
P25311.2,Folder61
P25320.1,Folder61
P25440.2,Folder61
P25786.1,Folder61
P25792.1,Folder61
P25806.2,Folder61
P25816.1,Folder61
P25974.1,Folder61
P25974,Folder61
P25989.1,Folder61
P26032.1,Folder61
P26056.2,Folder61
P26091.1,Folder61
P26339.1,Folder61
P26378.2,Folder61
P26539.1,Folder61
P26555.1,Folder61
P26560.1,Folder61
P26583.2,Folder61
P26660,Folder61
P26661.3,Folder61
P26662.3,Folder62
P26663.3,Folder62
P26664.3,Folder62
P26718.1,Folder62
P26745.1,Folder62
P26758.1,Folder62
P26948.1,Folder62
P26987.1,Folder62
P27021.1,Folder62
P27022.1,Folder62
P27024.1,Folder62
P27025.1,Folder62
P27153.1,Folder62
P27234.2,Folder62
P27275.2,Folder62
P27312.1,Folder62
P27313.1,Folder62
P27405.1,Folder62
P27406.1,Folder62
P27410.1,Folder62
P27662.1,Folder62
P27730.1,Folder62
P27759.1,Folder62
P27760.1,Folder62
P27762.1,Folder62
P27797.1,Folder62
P27890.1,Folder62
P27909.2,Folder62
P27915.1,Folder62
P27956.1,Folder62
P27958.3,Folder62
P27960.3,Folder62
P27961.3,Folder62
P28296.2,Folder62
P28481.2,Folder62
P28744.1,Folder62
P28986.1,Folder62
P28987.1,Folder62
P29101.1,Folder62
P29274.2,Folder62
P29323.5,Folder62
P29326.1,Folder62
P29362.1,Folder62
P29372.3,Folder62
P29400.2,Folder62
P29430.2,Folder62
P29474.3,Folder62
P29723.2,Folder62
P29846.3,Folder62
P29965.1,Folder62
P29990.1,Folder62
P29991.1,Folder62
P29997.2,Folder62
P30040.4,Folder62
P30101.4,Folder62
P30113.2,Folder62
P30162.1,Folder62
P30163.1,Folder62
P30215.1,Folder62
P30234.2,Folder62
P30438.2,Folder62
P30440.1,Folder62
P30443.1,Folder62
P30504.1,Folder62
P30511.3,Folder62
P30575.1,Folder62
P30793.1,Folder62
P30874.1,Folder62
P30968.1,Folder62
P30996.1,Folder62
P31146.4,Folder62
P31391.2,Folder62
P31626.1,Folder62
P31627.2,Folder62
P31670.3,Folder62
P31671.3,Folder62
P31725.3,Folder62
P31748.1,Folder62
P31868.2,Folder62
P31948.1,Folder62
P31951.2,Folder62
P31952,Folder62
P32022.1,Folder62
P32067.1,Folder62
P32510.1,Folder62
P32541.1,Folder62
P32595.1,Folder62
P32851,Folder62
P32890.2,Folder62
P32926.1,Folder62
P32926.2,Folder62
P32934.1,Folder62
P33046.1,Folder62
P33048.1,Folder62
P33215.2,Folder62
P33379.1,Folder62
P33426.1,Folder62
P33469.1,Folder62
P33471.1,Folder62
P33478.1,Folder62
P33484.1,Folder62
P33527.3,Folder62
P33707.2,Folder62
P33778.2,Folder62
P34204.3,Folder62
P34903.1,Folder62
P34947.1,Folder62
P34971.2,Folder62
P35222.1,Folder62
P35228.2,Folder62
P35241.1,Folder62
P35367.1,Folder62
P35419.1,Folder62
P35444.1,Folder62
P35505.1,Folder62
P35568.1,Folder62
P35579.4,Folder62
P35626.2,Folder62
P35637.1,Folder62
P35716.2,Folder62
P35729.1,Folder62
P35749.3,Folder62
P35774.1,Folder62
P35787.1,Folder62
P35869.2,Folder62
P35938.1,Folder62
P35954.1,Folder62
P35961.1,Folder62
P35968.2,Folder62
P36222.2,Folder62
P36318.1,Folder62
P36334.1,Folder62
P36544.5,Folder62
P36760.1,Folder62
P36814.1,Folder62
P36845.1,Folder62
P36888.2,Folder62
P36897.1,Folder62
P36956.2,Folder62
P36980.1,Folder62
P36991.1,Folder62
P37173.2,Folder62
P37287.1,Folder62
P37319.1,Folder62
P37592.2,Folder62
P37708.1,Folder62
P37801.2,Folder62
P37802.3,Folder62
P37840.1,Folder62
P38936.3,Folder62
P39096.1,Folder62
P39097.1,Folder62
P39673.1,Folder62
P40136.1,Folder62
P40189.2,Folder62
P40225.1,Folder62
P40645,Folder62
P40818.1,Folder62
P40933.1,Folder62
P40967.2,Folder62
P40972.1,Folder62
P41002.2,Folder62
P41182.1,Folder62
P41218.1,Folder62
P41355.1,Folder62
P41981.1,Folder62
P42684.1,Folder62
P42695.2,Folder62
P42858.2,Folder62
P43115.1,Folder62
P43116,Folder62
P43177.2,Folder62
P43178.2,Folder62
P43179.2,Folder62
P43212.1,Folder62
P43213.1,Folder62
P43214.1,Folder62
P43216.1,Folder62
P43217.3,Folder62
P43237.1,Folder62
P43238.1,Folder62
P43243.2,Folder62
P43330,Folder62
P43355.1,Folder62
P43839.1,Folder62
P45243.1,Folder62
P45431.2,Folder62
P45659.1,Folder62
P45881.1,Folder62
P45996.1,Folder62
P46020.2,Folder62
P46075.3,Folder62
P46273.1,Folder62
P46427.1,Folder62
P46434.1,Folder62
P46590.1,Folder62
P46734.2,Folder62
P46842.2,Folder62
P47712.2,Folder62
P48039.1,Folder62
P48165.3,Folder62
P48219.1,Folder62
P48320.1,Folder62
P48431.1,Folder62
P48443.1,Folder62
P48501.1,Folder62
P48544.2,Folder62
P48735.2,Folder62
P48757.1,Folder62
P48788.2,Folder62
P48829.1,Folder62
P49023.3,Folder62
P49054.1,Folder62
P49273.1,Folder62
P49276.2,Folder62
P49278.1,Folder62
P49327.3,Folder62
P49370.1,Folder62
P49372.1,Folder62
P49450.1,Folder62
P49588.2,Folder62
P49639.2,Folder62
P49682.2,Folder62
P49747.2,Folder62
P49768.1,Folder62
P49842.2,Folder62
P49913.1,Folder62
P49914.2,Folder62
P50281.3,Folder62
P50391.1,Folder62
P50468.1,Folder62
P50495.1,Folder62
P50498.2,Folder62
P51448.1,Folder62
P51572.3,Folder62
P51681.1,Folder62
P51686.2,Folder62
P51805.2,Folder62
P51813.1,Folder62
P52332.1,Folder62
P52407.2,Folder62
P52448.1,Folder62
P52570.1,Folder62
P52732.2,Folder62
P52758.1,Folder62
P53350.1,Folder62
P53785.1,Folder62
P53814.7,Folder62
P54289.3,Folder62
P54727.1,Folder62
P54762.1,Folder63
P54764.1,Folder63
P54962.1,Folder63
P55017.3,Folder63
P55064.1,Folder63
P55087.2,Folder63
P55284.2,Folder63
P55958.1,Folder63
P56480.2,Folder63
P56503.1,Folder63
P56578.1,Folder63
P56598.2,Folder63
P56671,Folder63
P56817.2,Folder63
P56975.1,Folder63
P57053.2,Folder63
P57073.1,Folder63
P57672.1,Folder63
P57764.1,Folder63
P58370.1,Folder63
P58771.1,Folder63
P58915.1,Folder63
P59594.1,Folder63
P59595.1,Folder63
P59596.1,Folder63
P59632.1,Folder63
P59633.1,Folder63
P59634.1,Folder63
P59635.1,Folder63
P59636.1,Folder63
P59637.1,Folder63
P59641.2,Folder63
P60033.1,Folder63
P60201.2,Folder63
P60203.2,Folder63
P60301.1,Folder63
P60568.1,Folder63
P60615.1,Folder63
P60709.1,Folder63
P60770.1,Folder63
P60880.1,Folder63
P61769.1,Folder63
P62022.1,Folder63
P62314.1,Folder63
P62684.2,Folder63
P62737.1,Folder63
P62803.2,Folder63
P62805.2,Folder63
P62806.2,Folder63
P62807.4,Folder63
P62808.2,Folder63
P62937.2,Folder63
P63038.1,Folder63
P63137,Folder63
P63145.2,Folder63
P63261.1,Folder63
P67875.1,Folder63
P67876.1,Folder63
P68325.1,Folder63
P68328.1,Folder63
P68363.1,Folder63
P68400.1,Folder63
P68410.1,Folder63
P68431.2,Folder63
P68432.2,Folder63
P68433.2,Folder63
P68438.2,Folder63
P68633.1,Folder63
P68762.2,Folder63
P69332.1,Folder63
P69336.1,Folder63
P69353.1,Folder63
P69484.1,Folder63
P69540.1,Folder63
P69616.1,Folder63
P69732.1,Folder63
P69996.1,Folder63
P70343.2,Folder63
P71991.1,Folder63
P75330.1,Folder63
P78358.1,Folder63
P78395.1,Folder63
P78559.6,Folder63
P79017.2,Folder63
P79085.1,Folder63
P80384.2,Folder63
P80528.1,Folder63
P80672.3,Folder63
P81172.2,Folder63
P81294.1,Folder63
P81295.1,Folder63
P81402.1,Folder63
P81446.3,Folder63
P81651.2,Folder63
P82534.1,Folder63
P82610.2,Folder63
P82909.2,Folder63
P84243.2,Folder63
P84787.1,Folder63
P84788.1,Folder63
P85420.2,Folder63
P86740.1,Folder63
P86741.1,Folder63
P86751.1,Folder63
P87020.1,Folder63
P87498.1,Folder63
P87730.2,Folder63
P87745.1,Folder63
P89445.1,Folder63
P89475.1,Folder63
P90247,Folder63
P93198,Folder63
P93692.1,Folder63
P95242.1,Folder63
P96364.1,Folder63
P98066.2,Folder63
P9WIM9.1,Folder63
PBJ69634.1,Folder63
PC1193,Folder63
PH1215,Folder63
PL0064,Folder63
POP09706.1,Folder63
PSKFAU,Folder63
Q00087.1,Folder63
Q00269.3,Folder63
Q00341.2,Folder63
Q00488.4,Folder63
Q00496.2,Folder63
Q00535.3,Folder63
Q00560.2,Folder63
Q00796.4,Folder63
Q00855.1,Folder63
Q00946.1,Folder63
Q01118.2,Folder63
Q01227.1,Folder63
Q01403.3,Folder63
Q01433.2,Folder63
Q01443.2,Folder63
Q01455.1,Folder63
Q01493.1,Folder63
Q01552.2,Folder63
Q01668.2,Folder63
Q01780.2,Folder63
Q01836.2,Folder63
Q01954.2,Folder63
Q01955.3,Folder63
Q02224.2,Folder63
Q02246.1,Folder63
Q02297.3,Folder63
Q02307.1,Folder63
Q02317.3,Folder63
Q02413.2,Folder63
Q02487.1,Folder63
Q02535.2,Folder63
Q02539.3,Folder63
Q02566.2,Folder63
Q02763.2,Folder63
Q02985.2,Folder63
Q03001.3,Folder63
Q03135.4,Folder63
Q03188.2,Folder63
Q03332.1,Folder63
Q03463.1,Folder63
Q03499.1,Folder63
Q03591.2,Folder63
Q03692.2,Folder63
Q03838,Folder63
Q04558.1,Folder63
Q04561.2,Folder63
Q04568.1,Folder63
Q04609.1,Folder63
Q04IN8.1,Folder63
Q05312.1,Folder63
Q05315.3,Folder63
Q05320.1,Folder63
Q05329.1,Folder63
Q05573,Folder63
Q05586.1,Folder63
Q05655.2,Folder63
Q05683.1,Folder63
Q05866.1,Folder63
Q05870.2,Folder63
Q05915.1,Folder63
Q05932.3,Folder63
Q06481.2,Folder63
Q06828.2,Folder63
Q06945.1,Folder63
Q06947.1,Folder63
Q06AH7,Folder63
Q07011.1,Folder63
Q072L7.1,Folder63
Q07337.1,Folder63
Q07344.1,Folder63
Q07499.1,Folder63
Q074N0.1,Folder63
Q07502.1,Folder63
Q07563.3,Folder63
Q07812.1,Folder63
Q07932.1,Folder63
Q08116.3,Folder63
Q08209.1,Folder63
Q08345.1,Folder63
Q08358.3,Folder63
Q08495.3,Folder63
Q0CRX8.2,Folder63
Q0ED31,Folder63
Q0HA74,Folder63
Q0JRV0,Folder63
Q0Q468.1,Folder63
Q0Q469.1,Folder63
Q0Q470.1,Folder63
Q0Q472.1,Folder63
Q0Q474.1,Folder63
Q0Q475.1,Folder63
Q0WVG7,Folder63
Q0ZME2.1,Folder63
Q0ZME4.1,Folder63
Q0ZME7.1,Folder63
Q11039.1,Folder63
Q12772.2,Folder63
Q12797.3,Folder63
Q12830.3,Folder63
Q12879.1,Folder63
Q12959.2,Folder63
Q13018.2,Folder63
Q13033.3,Folder63
Q13085.2,Folder63
Q13099.2,Folder63
Q13123.3,Folder63
Q13148.1,Folder63
Q13202.2,Folder63
Q13224.3,Folder63
Q13237.1,Folder63
Q13332.3,Folder63
Q13428.3,Folder63
Q13438.1,Folder63
Q13461.2,Folder63
Q13480.2,Folder63
Q13541.3,Folder63
Q13546.3,Folder63
Q13568.2,Folder63
Q13813.3,Folder63
Q13875.2,Folder63
Q13936.4,Folder63
Q14116.1,Folder63
Q14118.2,Folder63
Q14126.2,Folder63
Q14140.1,Folder63
Q14164.1,Folder63
Q14324.1,Folder63
Q14393.3,Folder64
Q14508.2,Folder64
Q14520.1,Folder64
Q14524.2,Folder64
Q14571.2,Folder64
Q14624.4,Folder64
Q14644.3,Folder64
Q14686.3,Folder64
Q14689.2,Folder64
Q14739.2,Folder64
Q14765.1,Folder64
Q14790.1,Folder64
Q149L7.2,Folder64
Q14EA9.1,Folder64
Q14EB0.1,Folder64
Q14FJ4.2,Folder64
Q14JD1.1,Folder64
Q14JU2.1,Folder64
Q15020.1,Folder64
Q15052.2,Folder64
Q15303.1,Folder64
Q15375.3,Folder64
Q15413.3,Folder64
Q15437.2,Folder64
Q15672.1,Folder64
Q15759.2,Folder64
Q15858.3,Folder64
Q15910.2,Folder64
Q16099.2,Folder64
Q16143.1,Folder64
Q16204.2,Folder64
Q16385.2,Folder64
Q16539.3,Folder64
Q16555.1,Folder64
Q16584.1,Folder64
Q16653.1,Folder64
Q16653.2,Folder64
Q16655.1,Folder64
Q16695.3,Folder64
Q16777.4,Folder64
Q16778.3,Folder64
Q16790.2,Folder64
Q16849.1,Folder64
Q17284.1,Folder64
Q1HVG4.2,Folder64
Q1K9H2,Folder64
Q1M1K6,Folder64
Q1PD50.1,Folder64
Q1PHM9,Folder64
Q1WDM0,Folder64
Q1WMM8,Folder64
Q1X880.1,Folder64
Q1X881.1,Folder64
Q24940.1,Folder64
Q25297.1,Folder64
Q25456.1,Folder64
Q25619.1,Folder64
Q25641.1,Folder64
Q25893,Folder64
Q25976,Folder64
Q26263,Folder64
Q26536,Folder64
Q26907,Folder64
Q26921,Folder64
Q27002.1,Folder64
Q27325,Folder64
Q27727.1,Folder64
Q27893.1,Folder64
Q27895.1,Folder64
Q28727.1,Folder64
Q29718.1,Folder64
Q29865.1,Folder64
Q2A069.1,Folder64
Q2A1K3.1,Folder64
Q2EID8,Folder64
Q2ES84,Folder64
Q2FXA5.1,Folder64
Q2FXB0,Folder64
Q2FZF0.1,Folder64
Q2HFP6,Folder64
Q2HJ09,Folder64
Q2N0S6,Folder64
Q2PCS1,Folder64
Q2YHF0.1,Folder64
Q2YHF2.1,Folder64
Q30112,Folder64
Q32MT1.1,Folder64
Q32P51.2,Folder64
Q32Q65,Folder64
Q32ZE1.1,Folder64
Q39419.1,Folder64
Q39547.1,Folder64
Q39967.3,Folder64
Q3HWZ5,Folder64
Q3I5I5.1,Folder64
Q3I5I6.1,Folder64
Q3I5I7.1,Folder64
Q3I5I8.1,Folder64
Q3I5I9.1,Folder64
Q3I5J1.1,Folder64
Q3I5J2.1,Folder64
Q3I5J4.1,Folder64
Q3I5J5.1,Folder64
Q3JMQ1.1,Folder64
Q3JMQ4.1,Folder64
Q3JMS8.1,Folder64
Q3JN46.1,Folder64
Q3JPI3.1,Folder64
Q3JRR4.1,Folder64
Q3JVY8.1,Folder64
Q3KSP1.1,Folder64
Q3KSQ3.1,Folder64
Q3KSS4.1,Folder64
Q3KSS8.1,Folder64
Q3KST1.1,Folder64
Q3KST2.2,Folder64
Q3KST4.1,Folder64
Q3KST5.1,Folder64
Q3KST7.1,Folder64
Q3KSU3.1,Folder64
Q3KSV2.1,Folder64
Q3LZX0.1,Folder64
Q3LZX1.1,Folder64
Q3LZX7.1,Folder64
